preferred_label,lookup_key,atc_link,atc4,atc4_candidates,atc_exact,atc_candidates,RXCUI,DDINTER,ddinter_similarity
Acido Cromoglicico Sale Disodico,acido cromoglicico sale disodico,A07EB01,,A07EB|S01GX,,A07EB01|S01GX01,42612,,
Acido Dimercaptosuccinico (Dmsa),acido dimercaptosuccinico (dmsa),V09CA02,V09CA,V09CA,V09CA02,V09CA02,,,
Acido Edetico Sale Di Calcio Bisodico,acido edetico bisodico,V03AB03,V03AB,V03AB,V03AB03,V03AB03,,,
Acido Edetico Sale Disodico,acido edetico sale disodico,V03AB03,V03AB,V03AB,V03AB03,V03AB03,,,
Acido Etacrinico,acido etacrinico,C03CC01,C03CC,C03CC,C03CC01,C03CC01,4109,,
Acido Etacrinico Sale Sodico,acido etacrinico sale,C03CC01,C03CC,C03CC,C03CC01,C03CC01,4109,,
Acido Folico,acido folico,B03BB01,B03BB,B03BB,B03BB01,B03BB01,4511,,
Acido Fusidico,acido fusidico,D06AX01,,D06AX|S01AA,,D06AX01|S01AA13,4608,,
Acido Fusidico Sale Sodico,acido fusidico sale,D06AX01,D06AX,D06AX,D06AX01,D06AX01,4608,,
Acido Gadobenico Sale Dimegluminico,acido gadobenico sale dimegluminico,V08CA08,V08CA,V08CA,V08CA08,V08CA08,,,
Acido Gadoterico,acido gadoterico,V08CA02,V08CA,V08CA,V08CA02,V08CA02,25483,,
Acido Gadoxetico Disodio,acido gadoxetico disodio,V08CA10,V08CA,V08CA,V08CA10,V08CA10,,,
Acido Ialuronico,acido ialuronico,S01XA20,S01XA,S01XA,S01XA20,S01XA20,,,
Acido Ialuronico Sale Sodico,acido ialuronico sale,D03AX05,D03AX,D03AX,D03AX05,D03AX05,,,
Acido Ibandronico,acido ibandronico,M05BA06,M05BA,M05BA,M05BA06,M05BA06,115265,,
Acido Levo Folinico,acido levo folinico,V03AF10,V03AF,V03AF,V03AF10,V03AF10,6313,,
Acido Micofenolico,acido micofenolico,L04AA06,L04AA,L04AA,L04AA06,L04AA06,7145,,
Acido Neridronico,acido neridronico,M05BA,M05BA,M05BA,M05BA,M05BA,,,
Acido Niflumico,acido niflumico,M01AX02,M01AX,M01AX,M01AX02,M01AX02,7418,,
Acido Pentetico,acido pentetico,V09CA01,V09CA,V09CA,V09CA01,V09CA01,,,
Acido Pipemidico Triidrato,acido pipemidico,J01MB04,J01MB,J01MB,J01MB04,J01MB04,8337,,
Acido Risedronico,acido risedronico,M05BA07,M05BA,M05BA,M05BA07,M05BA07,55685,,
Acido Salicilico,acido salicilico,D11AF,,D11AF|S01BC,,D11AF|S01BC08,,,
Acido Spaglumico Sale Sodico,acido spaglumico sale,S01GX03,S01GX,S01GX,S01GX03,S01GX03,,,
Acido Tauroursodesossicolico Diidrato,acido tauroursodesossicolico,A05AA,A05AA,A05AA,A05AA,A05AA,,,
Acido Tiaprofenico,acido tiaprofenico,M01AE11,M01AE,M01AE,M01AE11,M01AE11,38253,,
Acido Tioctico,acido tioctico,A16AX01,A16AX,A16AX,A16AX01,A16AX01,6417,,
Acido Tranexamico,acido tranexamico,B02AA02,B02AA,B02AA,B02AA02,B02AA02,10691,,
Acido Tricloracetico,acido tricloracetico,D11AF,D11AF,D11AF,D11AF,D11AF,,,
Acido Ursodesossicolico,acido ursodesossicolico,A05AA02,A05AA,A05AA,A05AA02,A05AA02,,,
Acido Ursodesossicolico Estere Solforico Sale Sodico,acido ursodesossicolico estere solforico sale,A05AA02,A05AA,A05AA,A05AA02,A05AA02,,,
Acido Zoledronico,acido zoledronico,M05BA08,M05BA,M05BA,M05BA08,M05BA08,77655,,
Acidum Benzoicum,acidum benzoicum,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Acidum Fluoricum,acidum fluoricum,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Acidum Muriaticum,acidum muriaticum,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Acidum Nitricum,acidum nitricum,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Acidum Phosphoricum,acidum phosphoricum,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Acidum Picricum,acidum picricum,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Acidum Sulfuricum,acidum sulfuricum,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Acipimox,acipimox,C10AD06,C10AD,C10AD,C10AD06,C10AD06,16817,,
Acitretina,acitretina,D05BB02,D05BB,D05BB,D05BB02,D05BB02,16818,,
Aconitum Napellus,aconitum napellus,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Acoramidis,acoramidis,C01EB,C01EB,C01EB,C01EB,C01EB,2698312,,
Acqua Per Preparazioni Iniettabili,acqua per preparazioni iniettabili,V07AB,V07AB,V07AB,V07AB,V07AB,,,
Actaea Racemosa,actaea racemosa,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Actaea Spicata,actaea spicata,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Adagrasib,adagrasib,L01XX77,L01XX,L01XX,L01XX77,L01XX77,2625882,,
Adalimumab,adalimumab,L04AB04,L04AB,L04AB,L04AB04,L04AB04,327361,DDInter27,1.000000
Adapalene,adapalene,D10AD03,D10AD,D10AD,D10AD03,D10AD03,60223,DDInter29,1.000000
Ademetionina,ademetionina,A05BA,A05BA,A05BA,A05BA,A05BA,,,
Ademetionina Butandisolfonato,ademetionina butandisolfonato,N06AX,N06AX,N06AX,N06AX,N06AX,,,
Ademetionina Tosilato Disolfato,ademetionina tosilato disolfato,A16AA02,,A16AA|N06AX,,A16AA02|N06AX,,,
Adenoidi,adenoidi,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Adenosina,adenosina,C01EB10,C01EB,C01EB,C01EB10,C01EB10,296,,
