preferred_label,normalized_label,ATC,atc_link
ALLOPURINOLO DOC GENERICI,allopurinolo doc generici,M04AA01,M04AA01
ALLOPURINOLO EG STADA,allopurinolo eg stada,M04AA01,M04AA01
ALLOPURINOLO MOLTENI,allopurinolo molteni,M04AA01,M04AA01
ALLOPURINOLO MYLAN,allopurinolo mylan,M04AA01,M04AA01
ALLOPURINOLO SANDOZ,allopurinolo sandoz,M04AA01,M04AA01
ALLOPURINOLO TEVA ITALIA,allopurinolo teva italia,M04AA01,M04AA01
ALLURIT,allurit,M04AA01,M04AA01
ALLUZIENCE,alluzience,M03AX01,M03AX01
ALMARYTM,almarytm,C01BC04,C01BC04
ALMEIDA,almeida,R03AL02,R03AL02
ALMIDIS,almidis,C08CA01,C08CA01
ALMOGRAN,almogran,N02CC05,N02CC05
ALMOTREX,almotrex,N02CC05,N02CC05
ALMOTRIPTAN AUROBINDO,almotriptan aurobindo,N02CC05,N02CC05
ALMOTRIPTAN DOC GENERICI,almotriptan doc generici,N02CC05,N02CC05
ALMOTRIPTAN EG,almotriptan eg,N02CC05,N02CC05
ALMOTRIPTAN MYLAN,almotriptan mylan,N02CC05,N02CC05
ALMOTRIPTAN TEVA ITALIA,almotriptan teva italia,N02CC05,N02CC05
ALMOTRIPTAN ZENTIVA,almotriptan zentiva,N02CC05,N02CC05
ALOE,aloe,V03AX,V03AX
ALOE DYNAMIS,aloe dynamis,V03AX,V03AX
ALONEB,aloneb,C07BB12,C07BB12
ALONTAN ANTISTAMINICO,alontan antistaminico,D04AA10,D04AA10
ALOPERIDOLO GALENICA SENESE,aloperidolo galenica senese,N05AD01,N05AD01
ALOPERIDOLO HIKMA,aloperidolo hikma,N05AD01,N05AD01
ALOPERIDOLO PENSA,aloperidolo pensa,N05AD01,N05AD01
ALOPERIDOLO S.A.L.F.,aloperidolo s.a.l.f.,N05AD01,N05AD01
ALOVEXLABIALE,alovexlabiale,D06BB03,D06BB03
ALOXI,aloxi,A04AA05,A04AA05
ALOXIDIL,aloxidil,D11AX01,D11AX01
ALOZOF,alozof,J02AC01,J02AC01
ALPHA D3,alpha d3,A11CC03,A11CC03
ALPHABUX,alphabux,M04AA03,M04AA03
ALPHAGAN,alphagan,S01EA05,S01EA05
ALPHANATE,alphanate,B02BD06,B02BD06
ALPHANINE,alphanine,B02BD04,B02BD04
ALPHEUS,alpheus,C10AA01,C10AA01
ALPRAZIG,alprazig,N05BA12,N05BA12
ALPRAZOLAM AUROBINDO,alprazolam aurobindo,N05BA12,N05BA12
ALPRAZOLAM AUROBINDO ITALIA,alprazolam aurobindo italia,N05BA12,N05BA12
ALPRAZOLAM AUROBINDO PHARMA ITALIA,alprazolam aurobindo pharma italia,N05BA12,N05BA12
ALPRAZOLAM DOC GENERICI,alprazolam doc generici,N05BA12,N05BA12
ALPRAZOLAM EG,alprazolam eg,N05BA12,N05BA12
ALPRAZOLAM GRINDEKS,alprazolam grindeks,N05BA12,N05BA12
ALPRAZOLAM HEXAL AG,alprazolam hexal ag,N05BA12,N05BA12
ALPRAZOLAM IBSA,alprazolam ibsa,N05BA12,N05BA12
ALPRAZOLAM KRKA,alprazolam krka,N05BA12,N05BA12
ALPRAZOLAM PENSA,alprazolam pensa,N05BA12,N05BA12
ALPRAZOLAM RATIOPHARM,alprazolam ratiopharm,N05BA12,N05BA12
ALPRAZOLAM RATIOPHARM ITALIA,alprazolam ratiopharm italia,N05BA12,N05BA12
ALPRAZOLAM SANDOZ,alprazolam sandoz,N05BA12,N05BA12
ALPRAZOLAM SUN,alprazolam sun,N05BA12,N05BA12
ALPRAZOLAM VIATRIS,alprazolam viatris,N05BA12,N05BA12
ALPRAZOLAM ZENTIVA,alprazolam zentiva,N05BA12,N05BA12
ALPROLIX,alprolix,B02BD04,B02BD04
ALPROSTAR,alprostar,C01EA01,C01EA01
ALSARTIR,alsartir,C09CA03,C09CA03
ALTAN,altan,B06AA,B06AA
ALTERGEN,altergen,D06BA51,D06BA51
ALTIAZEM,altiazem,C08DB01,C08DB01
ALTUVOCT,altuvoct,B02BD02,B02BD02
ALUMINA,alumina,V03AX,V03AX
ALUMINAEL,aluminael,V03AX,V03AX
ALUNBRIG,alunbrig,L01ED04,L01ED04
ALUTARD APIS MELLIFERA,alutard apis mellifera,V01AA07,V01AA07
ALUTARD VESPULA,alutard vespula,V01AA07,V01AA07
ALVAND,alvand,J01MA12,J01MA12
ALVENEX,alvenex,C05CA03,C05CA03
ALVESCO,alvesco,R03BA08,R03BA08
ALYFTREK,alyftrek,R07AX33,R07AX33
ALYMSYS,alymsys,L01FG01,L01FG01
ALYNE,alyne,R06AX29,R06AX29
AMALESS,amaless,N03AX09,N03AX09
AMARKOR,amarkor,C08CA05,C08CA05
AMARYL,amaryl,A10BB12,A10BB12
AMASCI,amasci,N06AB10,N06AB10
AMBIRIX,ambirix,J07BC20,J07BC20
AMBISOME LIPOSOMIALE,ambisome liposomiale,J02AA01,J02AA01
AMBRA GRISEA,ambra grisea,V03AX,V03AX
AMBRAMICINA,ambramicina,J01AA07,J01AA07
AMBRISENTAN ACCORD,ambrisentan accord,C02KX02,C02KX02
AMBRISENTAN MEDAC,ambrisentan medac,C02KX02,C02KX02
AMBRISENTAN TEVA,ambrisentan teva,C02KX02,C02KX02
AMBRISENTAN VIATRIS,ambrisentan viatris,C02KX02,C02KX02
AMBRISENTAN ZENTIVA,ambrisentan zentiva,C02KX02,C02KX02
AMBROMUCIL,ambromucil,R03DA,R03DA
AMBROTUS,ambrotus,R05CB06,R05CB06
AMBROXOL TECNIGEN,ambroxol tecnigen,R05CB06,R05CB06
AMBROXOLO ABC,ambroxolo abc,R05CB06,R05CB06
AMBROXOLO ALMUS,ambroxolo almus,R05CB06,R05CB06
AMBROXOLO EG,ambroxolo eg,R05CB06,R05CB06
AMBROXOLO MYLAN GENERICS,ambroxolo mylan generics,R05CB06,R05CB06
AMELGEN,amelgen,G03DA04,G03DA04
AMEXZUR,amexzur,S01BA01,S01BA01
AMFEXA,amfexa,N06BA02,N06BA02
AMGEVITA,amgevita,L04AB04,L04AB04
AMICASIL,amicasil,J01GB06,J01GB06
AMIFAMPRIDINA ACCORD,amifampridina accord,N07XX05,N07XX05
AMIFAMPRIDINA SERB,amifampridina serb,N07XX05,N07XX05
AMIKACINA B. BRAUN,amikacina b. braun,J01GB06,J01GB06
AMIKACINA NORIDEM,amikacina noridem,J01GB06,J01GB06
AMIKACINA TEVA,amikacina teva,J01GB06,J01GB06
AMIKAN,amikan,J01GB06,J01GB06
AMILORIDE E IDROCLOROTIAZIDE AUROBINDO,amiloride e idroclorotiazide aurobindo,C03EA01,C03EA01
AMINOACIDI A CATENA RAMIFICATA,aminoacidi a catena ramificata,B05BA01,B05BA01
AMINOACIDI A CATENA RAMIFICATA MONICO,aminoacidi a catena ramificata monico,B05BA01,B05BA01
AMINOACIDI CR BIOINDUSTRIA L.I.M.,aminoacidi cr bioindustria l.i.m.,B05BA01,B05BA01
AMINOACIDI E BIOINDUSTRIA L.I.M.,aminoacidi e bioindustria l.i.m.,B05BA01,B05BA01
AMINOACIDI ESSENZIALI E NON ESSENZIALI GALENICA SENESE,aminoacidi essenziali e non essenziali galenica senese,B05BA01,B05BA01
AMINOACIDI ESSENZIALI GALENICA SENESE,aminoacidi essenziali galenica senese,B05BA01,B05BA01
AMINOACIDI SELETTIVI GALENICA SENESE,aminoacidi selettivi galenica senese,B05BA01,B05BA01
AMINOFILLINA GALENICA SENESE,aminofillina galenica senese,R03DA05,R03DA05
AMINOFILLINA MONICO,aminofillina monico,R03DA05,R03DA05
AMINOFILLINA S.A.L.F.,aminofillina s.a.l.f.,R03DA05,R03DA05
AMINOVEN,aminoven,B05BA01,B05BA01
AMIODAR,amiodar,C01BD01,C01BD01
AMIODARONE,amiodarone,C01BD01,C01BD01
AMIODARONE AUROBINDO,amiodarone aurobindo,C01BD01,C01BD01
AMIODARONE CLORIDRATO BIOINDUSTRIA LIM,amiodarone cloridrato bioindustria lim,C01BD01,C01BD01
AMIODARONE DOC,amiodarone doc,C01BD01,C01BD01
AMIODARONE EG,amiodarone eg,C01BD01,C01BD01
AMIODARONE HAMELN,amiodarone hameln,C01BD01,C01BD01
AMIODARONE HIKMA,amiodarone hikma,C01BD01,C01BD01
AMIODARONE MYLAN,amiodarone mylan,C01BD01,C01BD01
AMIODARONE RATIOPHARM ITALIA,amiodarone ratiopharm italia,C01BD01,C01BD01
AMIODARONE ZENTIVA,amiodarone zentiva,C01BD01,C01BD01
AMIPED,amiped,B05BA01,B05BA01
AMIRIOX,amiriox,S01EE03,S01EE03
AMISITELA,amisitela,C10BA02,C10BA02
AMISULPRIDE AUROBINDO,amisulpride aurobindo,N05AL05,N05AL05
AMISULPRIDE DOC,amisulpride doc,N05AL05,N05AL05
AMISULPRIDE EG,amisulpride eg,N05AL05,N05AL05
AMISULPRIDE MYLAN,amisulpride mylan,N05AL05,N05AL05
AMITRIPTILINA DOC,amitriptilina doc,N06AA09,N06AA09
AMITRIPTILINA EG,amitriptilina eg,N06AA09,N06AA09
AMITRIPTILINA MYLAN,amitriptilina mylan,N06AA09,N06AA09
AMIXAL,amixal,B05BA10,B05BA10
AMLODIPINA / VALSARTAN MYLAN,amlodipina / valsartan mylan,C09DB01,C09DB01
AMLODIPINA ABC,amlodipina abc,C08CA01,C08CA01
AMLODIPINA ACCORD,amlodipina accord,C08CA01,C08CA01
AMLODIPINA ALMUS,amlodipina almus,C08CA01,C08CA01
AMLODIPINA ALMUS PHARMA,amlodipina almus pharma,C08CA01,C08CA01
AMLODIPINA ALTER,amlodipina alter,C08CA01,C08CA01
AMLODIPINA AUROBINDO,amlodipina aurobindo,C08CA01,C08CA01
AMLODIPINA DOC GENERICI,amlodipina doc generici,C08CA01,C08CA01
AMLODIPINA E VALSARTAN DOC,amlodipina e valsartan doc,C09DB01,C09DB01
AMLODIPINA E VALSARTAN KRKA PHARMA,amlodipina e valsartan krka pharma,C09DB01,C09DB01
AMLODIPINA EG,amlodipina eg,C08CA01,C08CA01
AMLODIPINA HEXAL AG,amlodipina hexal ag,C08CA01,C08CA01
AMLODIPINA KRKA,amlodipina krka,C08CA01,C08CA01
AMLODIPINA MEDREG,amlodipina medreg,C08CA01,C08CA01
AMLODIPINA MYLAN,amlodipina mylan,C08CA01,C08CA01
AMLODIPINA PENSA,amlodipina pensa,C08CA01,C08CA01
AMLODIPINA PENSA PHARMA,amlodipina pensa pharma,C08CA01,C08CA01
AMLODIPINA SANDOZ,amlodipina sandoz,C08CA01,C08CA01
AMLODIPINA TECNIGEN,amlodipina tecnigen,C08CA01,C08CA01
AMLODIPINA TEVA,amlodipina teva,C08CA01,C08CA01
AMLODIPINA TEVA ITALIA,amlodipina teva italia,C08CA01,C08CA01
AMLODIPINA ZENTIVA ITALIA,amlodipina zentiva italia,C08CA01,C08CA01
AMLODIPINA/VALSARTAN/IDROCLOROTIAZIDE MYLAN PHARMA,amlodipina/valsartan/idroclorotiazide mylan pharma,C09DX01,C09DX01
AMLOPOL,amlopol,C08CA01,C08CA01
AMMONAPS,ammonaps,A16AX03,A16AX03
AMMONIUM CARBONICUM,ammonium carbonicum,V03AX,V03AX
AMMONIUM CARBONICUM DYNAMIS,ammonium carbonicum dynamis,V03AX,V03AX
AMMONIUM MURIATICUM,ammonium muriaticum,V03AX,V03AX
AMMONIUM MURIATICUM DYNAMIS,ammonium muriaticum dynamis,V03AX,V03AX
AMOBRONC,amobronc,R05CB06,R05CB06
AMOCLA,amocla,J01CR02,J01CR02
AMODIVYR,amodivyr,J05AB01|D06BB03,
AMOROLFINA MYLAN GENERICS,amorolfina mylan generics,D01AE16,D01AE16
AMOROLFINA SANDOZ,amorolfina sandoz,D01AE16,D01AE16
AMOSOL,amosol,J01CA04,J01CA04
AMOX,amox,J01CA04,J01CA04
AMOXICILLINA ABC,amoxicillina abc,J01CA04,J01CA04
AMOXICILLINA ACIDO CLAVULANICO TEVA,amoxicillina acido clavulanico teva,J01CR02,J01CR02
AMOXICILLINA ALMUS,amoxicillina almus,J01CA04,J01CA04
AMOXICILLINA ALTER,amoxicillina alter,J01CA04,J01CA04
AMOXICILLINA AUROBINDO ITALIA,amoxicillina aurobindo italia,J01CA04,J01CA04
AMOXICILLINA DOC GENERICI,amoxicillina doc generici,J01CA04,J01CA04
AMOXICILLINA E ACIDO CLAVULANICO ABC,amoxicillina e acido clavulanico abc,J01CR02,J01CR02
AMOXICILLINA E ACIDO CLAVULANICO ALMUS,amoxicillina e acido clavulanico almus,J01CR02,J01CR02
AMOXICILLINA E ACIDO CLAVULANICO ALMUS GENERICI,amoxicillina e acido clavulanico almus generici,J01CR02,J01CR02
AMOXICILLINA E ACIDO CLAVULANICO ALMUS PHARMA,amoxicillina e acido clavulanico almus pharma,J01CR02,J01CR02
AMOXICILLINA E ACIDO CLAVULANICO ALTER,amoxicillina e acido clavulanico alter,J01CR02,J01CR02
AMOXICILLINA E ACIDO CLAVULANICO ARISTO,amoxicillina e acido clavulanico aristo,J01CR02,J01CR02
AMOXICILLINA E ACIDO CLAVULANICO AUROBINDO,amoxicillina e acido clavulanico aurobindo,J01CR02,J01CR02
AMOXICILLINA E ACIDO CLAVULANICO AUROBINDO ITALIA,amoxicillina e acido clavulanico aurobindo italia,J01CR02,J01CR02
AMOXICILLINA E ACIDO CLAVULANICO AUROBINDO PHARMA ITALIA,amoxicillina e acido clavulanico aurobindo pharma italia,J01CR02,J01CR02
AMOXICILLINA E ACIDO CLAVULANICO BIOPHARMA,amoxicillina e acido clavulanico biopharma,J01CR02,J01CR02
AMOXICILLINA E ACIDO CLAVULANICO DOC GENERICI,amoxicillina e acido clavulanico doc generici,J01CR02,J01CR02
AMOXICILLINA E ACIDO CLAVULANICO EG STADA,amoxicillina e acido clavulanico eg stada,J01CR02,J01CR02
AMOXICILLINA E ACIDO CLAVULANICO IBIGEN,amoxicillina e acido clavulanico ibigen,J01CR02,J01CR02
AMOXICILLINA E ACIDO CLAVULANICO KRKA,amoxicillina e acido clavulanico krka,J01CR02,J01CR02
AMOXICILLINA E ACIDO CLAVULANICO MYLAN,amoxicillina e acido clavulanico mylan,J01CR02,J01CR02
AMOXICILLINA E ACIDO CLAVULANICO MYLAN GENERICS,amoxicillina e acido clavulanico mylan generics,J01CR02,J01CR02
AMOXICILLINA E ACIDO CLAVULANICO MYLAN GENERICS ITALIA,amoxicillina e acido clavulanico mylan generics italia,J01CR02,J01CR02
AMOXICILLINA E ACIDO CLAVULANICO P-CARE,amoxicillina e acido clavulanico p-care,J01CR02,J01CR02
AMOXICILLINA E ACIDO CLAVULANICO PENSA,amoxicillina e acido clavulanico pensa,J01CR02,J01CR02
AMOXICILLINA E ACIDO CLAVULANICO PENSA PHARMA,amoxicillina e acido clavulanico pensa pharma,J01CR02,J01CR02
AMOXICILLINA E ACIDO CLAVULANICO PHARMACARE,amoxicillina e acido clavulanico pharmacare,J01CR02,J01CR02
AMOXICILLINA E ACIDO CLAVULANICO PHARMACARE ITALIA,amoxicillina e acido clavulanico pharmacare italia,J01CR02,J01CR02
AMOXICILLINA E ACIDO CLAVULANICO RATIOPHARM ITALIA,amoxicillina e acido clavulanico ratiopharm italia,J01CR02,J01CR02
AMOXICILLINA E ACIDO CLAVULANICO REIG JOFRE,amoxicillina e acido clavulanico reig jofre,J01CR02,J01CR02
AMOXICILLINA E ACIDO CLAVULANICO SANDOZ,amoxicillina e acido clavulanico sandoz,J01CR02,J01CR02
AMOXICILLINA E ACIDO CLAVULANICO SANDOZ A/S,amoxicillina e acido clavulanico sandoz a/s,J01CR02,J01CR02
AMOXICILLINA E ACIDO CLAVULANICO SANDOZ GMBH,amoxicillina e acido clavulanico sandoz gmbh,J01CR02,J01CR02
AMOXICILLINA E ACIDO CLAVULANICO SUN,amoxicillina e acido clavulanico sun,J01CR02,J01CR02
AMOXICILLINA E ACIDO CLAVULANICO TECNIGEN ITALIA,amoxicillina e acido clavulanico tecnigen italia,J01CR02,J01CR02
AMOXICILLINA E ACIDO CLAVULANICO TEVA GENERICS,amoxicillina e acido clavulanico teva generics,J01CR02,J01CR02
AMOXICILLINA E ACIDO CLAVULANICO TEVA GROUP,amoxicillina e acido clavulanico teva group,J01CR02,J01CR02
AMOXICILLINA E ACIDO CLAVULANICO ZENTIVA GENERICS,amoxicillina e acido clavulanico zentiva generics,J01CR02,J01CR02
AMOXICILLINA E ACIDO CLAVULANICO ZENTIVA ITALIA,amoxicillina e acido clavulanico zentiva italia,J01CR02,J01CR02
AMOXICILLINA E ACIDO CLAVULANICO ZENTIVA LAB,amoxicillina e acido clavulanico zentiva lab,J01CR02,J01CR02
AMOXICILLINA E ACIDO CLAVULANICO ZENTIVA SRL,amoxicillina e acido clavulanico zentiva srl,J01CR02,J01CR02
AMOXICILLINA EG,amoxicillina eg,J01CA04,J01CA04
AMOXICILLINA GIT,amoxicillina git,J01CA04,J01CA04
AMOXICILLINA HCS,amoxicillina hcs,J01CA04,J01CA04
AMOXICILLINA HEXAL AG,amoxicillina hexal ag,J01CA04,J01CA04
AMOXICILLINA MYLAN GENERICS,amoxicillina mylan generics,J01CA04,J01CA04
AMOXICILLINA MYLAN PHARMA,amoxicillina mylan pharma,J01CA04,J01CA04
AMOXICILLINA PENSA PHARMA,amoxicillina pensa pharma,J01CA04,J01CA04
AMOXICILLINA RATIOPHARM,amoxicillina ratiopharm,J01CA04,J01CA04
AMOXICILLINA SANDOZ,amoxicillina sandoz,J01CA04,J01CA04
AMOXICILLINA SANDOZ GMBH,amoxicillina sandoz gmbh,J01CA04,J01CA04
AMOXICILLINA SODICA K24 PHARMACEUTICALS,amoxicillina sodica k24 pharmaceuticals,J01CA04,J01CA04
AMOXICILLINA TECNIGEN,amoxicillina tecnigen,J01CA04,J01CA04
AMOXICILLINA TECNIGEN ITALIA,amoxicillina tecnigen italia,J01CA04,J01CA04
AMOXICILLINA ZENTIVA,amoxicillina zentiva,J01CA04,J01CA04
AMOXICILLINA ZENTIVA ITALIA,amoxicillina zentiva italia,J01CA04,J01CA04
AMOXINA,amoxina,J01CA04,J01CA04
AMPENAIA,ampenaia,N03AX22,N03AX22
AMPICILLINA BIOPHARMA,ampicillina biopharma,J01CA01,J01CA01
AMPICILLINA E SULBACTAM IBI,ampicillina e sulbactam ibi,J01CR01,J01CR01
AMPICILLINA ETHYPHARM,ampicillina ethypharm,J01CA01,J01CA01
AMPICILLINA TILLOMED,ampicillina tillomed,J01CA01,J01CA01
AMSALYO,amsalyo,L01XX01,L01XX01
AMUKINE MED,amukine med,D08AX07,D08AX07
AMVERSIO,amversio,A16AA06,A16AA06
AMVUTTRA,amvuttra,N07XX18,N07XX18
AMYLIUM NITROSUM DYNAMIS,amylium nitrosum dynamis,V03AX,V03AX
AMYVID,amyvid,V09AX05,V09AX05
ANACARDIUM ORIENTALE,anacardium orientale,V03AX,V03AX
ANACARDIUM ORIENTALE DYNAMIS,anacardium orientale dynamis,V03AX,V03AX
ANADIR,anadir,A02BC01,A02BC01
ANAFRANIL,anafranil,N06AA04,N06AA04
ANAGRELIDE AUROBINDO,anagrelide aurobindo,L01XX35,L01XX35
ANAGRELIDE SANDOZ,anagrelide sandoz,L01XX35,L01XX35
ANAGRELIDE TEVA,anagrelide teva,L01XX35,L01XX35
ANAGRELIDE VIATRIS,anagrelide viatris,L01XX35,L01XX35
ANAS COCCINUM (H 17),anas coccinum (h 17),V03AX,V03AX
ANASSO,anasso,G04CA52,G04CA52
ANASTROZOLO ALTER,anastrozolo alter,L02BG03,L02BG03
ANASTROZOLO AUROBINDO,anastrozolo aurobindo,L02BG03,L02BG03
ANASTROZOLO AUROBINDO ITALIA,anastrozolo aurobindo italia,L02BG03,L02BG03
ANASTROZOLO DOC GENERICI,anastrozolo doc generici,L02BG03,L02BG03
ANASTROZOLO EG,anastrozolo eg,L02BG03,L02BG03
ANASTROZOLO MYLAN GENERICS,anastrozolo mylan generics,L02BG03,L02BG03
ANASTROZOLO PENSA,anastrozolo pensa,L02BG03,L02BG03
ANASTROZOLO SANDOZ,anastrozolo sandoz,L02BG03,L02BG03
ANASTROZOLO SUN,anastrozolo sun,L02BG03,L02BG03
ANASTROZOLO TEVA,anastrozolo teva,L02BG03,L02BG03
ANASTROZOLO ZENTIVA,anastrozolo zentiva,L02BG03,L02BG03
ANAURAN,anauran,S02AA30,S02AA30
ANBINEX,anbinex,B01AB02,B01AB02
ANCILLEG,ancilleg,C10BA05,C10BA05
ANCOTIL,ancotil,J02AX01,J02AX01
ANDABRA,andabra,B01AE07,B01AE07
ANDAMANE,andamane,A10BH01,A10BH01
ANDEMBRY,andembry,B06AC07,B06AC07
ANDROCUR,androcur,G03HA01,G03HA01
ANELOR,anelor,N05BA12,N05BA12
ANEMONE PULSATILLA,anemone pulsatilla,V03AX,V03AX
ANEXATE,anexate,V03AB25,V03AB25
ANGELIQ,angeliq,G03FA17,G03FA17
ANGIOFLUX,angioflux,B01AB11,B01AB11
ANGUSTA,angusta,G02AD06,G02AD06
ANIDULAFUNGINA ACCORD,anidulafungina accord,J02AX06,J02AX06
ANIVAL,anival,J01CR02,J01CR02
ANKERMANN,ankermann,B03BA01,B03BA01
ANKTIVA,anktiva,L03AC03,L03AC03
ANNEXXO,annexxo,A11CC05,A11CC05
ANNISTER,annister,A11CC05,A11CC05
ANNOVA,annova,A11CC05,A11CC05
ANORO ELLIPTA,anoro ellipta,R03AL03,R03AL03
ANORSIA,anorsia,A11CC05,A11CC05
ANSEREN,anseren,N05BA10,N05BA10
ANSIMAR,ansimar,R03DA11,R03DA11
ANSIOLIN,ansiolin,N05BA01,N05BA01
ANTABREST,antabrest,L02BG03,L02BG03
ANTABUSE DISPERGETTES,antabuse dispergettes,N07BB01,N07BB01
ANTACAL,antacal,C08CA01,C08CA01
ANTALGENTA,antalgenta,D06AX07,D06AX07
ANTALGIL,antalgil,M01AE01,M01AE01
ANTALGIL DOLORE E FEBBRE,antalgil dolore e febbre,M01AE01,M01AE01
ANTAXONE,antaxone,N07BB04,N07BB04
ANTEPSIN,antepsin,A02BX02,A02BX02
ANTERNATY,anternaty,B01AB02,B01AB02
ANTI CD 11B,anti cd 11b,V03AX,V03AX
ANTI CD 13,anti cd 13,V03AX,V03AX
ANTI CD 14,anti cd 14,V03AX,V03AX
ANTI CD 15,anti cd 15,V03AX,V03AX
ANTI CD 21,anti cd 21,V03AX,V03AX
ANTI CD 23,anti cd 23,V03AX,V03AX
ANTI CD 25,anti cd 25,V03AX,V03AX
ANTI CD 26,anti cd 26,V03AX,V03AX
ANTI CD 35,anti cd 35,V03AX,V03AX
ANTI CD 36,anti cd 36,V03AX,V03AX
ANTI CD 43,anti cd 43,V03AX,V03AX
ANTI CD 44,anti cd 44,V03AX,V03AX
ANTI CD 46,anti cd 46,V03AX,V03AX
ANTI CD 54,anti cd 54,V03AX,V03AX
ANTI CD 55,anti cd 55,V03AX,V03AX
ANTI CD 62E,anti cd 62e,V03AX,V03AX
ANTI CD 81,anti cd 81,V03AX,V03AX
ANTIMICOTICO SAME,antimicotico same,D01AC01,D01AC01
ANTIMONIUM CRUDUM,antimonium crudum,V03AX,V03AX
ANTIMONIUM CRUDUM DYNAMIS,antimonium crudum dynamis,V03AX,V03AX
ANTIMONIUM SULFURATUM AUREUM DYNAMIS,antimonium sulfuratum aureum dynamis,V03AX,V03AX
ANTIMONIUM TARTARICUM,antimonium tartaricum,V03AX,V03AX
ANTIMONIUM TARTARICUM DYNAMIS,antimonium tartaricum dynamis,V03AX,V03AX
ANTIREUMINA,antireumina,N02BE51,N02BE51
ANTISCABBIA CM,antiscabbia cm,P03AC54,P03AC54
ANTISETTICO ASTRINGENTE SEDATIVO,antisettico astringente sedativo,S01AB,S01AB
ANTISPASMINA COLICA,antispasmina colica,A03AD01,A03AD01
ANTITROMBINA III BAXALTA,antitrombina iii baxalta,B01AB02,B01AB02
ANTRA,antra,A02BC01,A02BC01
ANTROLIN,antrolin,C05AX03,C05AX03
ANTUNES,antunes,G04CA02,G04CA02
ANZUPGO,anzupgo,D11AH11,D11AH11
APACROSS,apacross,L01CD01,L01CD01
APATIT,apatit,V03AX,V03AX
APEXELSIN,apexelsin,L01CD01,L01CD01
APIDRA,apidra,A10AB06,A10AB06
APILION,apilion,B01AF02,B01AF02
APIREDOL,apiredol,N02BE01,N02BE01
APIS MELLIFICA,apis mellifica,V03AX,V03AX
APIXABAN ABDI,apixaban abdi,B01AF02,B01AF02
APIXABAN ACCORD,apixaban accord,B01AF02,B01AF02
APIXABAN ADAMED,apixaban adamed,B01AF02,B01AF02
APIXABAN ALTER,apixaban alter,B01AF02,B01AF02
APIXABAN AUROBINDO,apixaban aurobindo,B01AF02,B01AF02
APIXABAN BIOCON,apixaban biocon,B01AF02,B01AF02
APIXABAN BRUNO FARMACEUTICI,apixaban bruno farmaceutici,B01AF02,B01AF02
APIXABAN CIPLA,apixaban cipla,B01AF02,B01AF02
APIXABAN DOC,apixaban doc,B01AF02,B01AF02
APIXABAN DOC GENERICS,apixaban doc generics,B01AF02,B01AF02
APIXABAN DR. REDDY'S,apixaban dr. reddy's,B01AF02,B01AF02
APIXABAN EG,apixaban eg,B01AF02,B01AF02
APIXABAN GRINDEKS,apixaban grindeks,B01AF02,B01AF02
APIXABAN HCS,apixaban hcs,B01AF02,B01AF02
APIXABAN LABORATORI ALTER,apixaban laboratori alter,B01AF02,B01AF02
APIXABAN MYLAN,apixaban mylan,B01AF02,B01AF02
APIXABAN OLPHA,apixaban olpha,B01AF02,B01AF02
APIXABAN PENSA,apixaban pensa,B01AF02,B01AF02
APIXABAN SANDOZ,apixaban sandoz,B01AF02,B01AF02
APIXABAN SUN,apixaban sun,B01AF02,B01AF02
APIXABAN TECNIGEN,apixaban tecnigen,B01AF02,B01AF02
APIXABAN TEVA,apixaban teva,B01AF02,B01AF02
APIXABAN TORRENT,apixaban torrent,B01AF02,B01AF02
APIXABAN VI.REL PHARMA,apixaban vi.rel pharma,B01AF02,B01AF02
APIXABAN VIVANTA,apixaban vivanta,B01AF02,B01AF02
APIXABAN ZENTIVA,apixaban zentiva,B01AF02,B01AF02
APLACTIN,aplactin,C10AA03,C10AA03
APOCYNUM CANNABINUM DYNAMIS,apocynum cannabinum dynamis,V03AX,V03AX
APOFIN,apofin,N04BC07,N04BC07
APONIL,aponil,C08CA09,C08CA09
APREMILAST ACCORD,apremilast accord,L04AA32,L04AA32
APREMILAST DAY ZERO,apremilast day zero,L04AA32,L04AA32
APREMILAST DR.REDDY?S,apremilast dr.reddy?s,L04AA32,L04AA32
APREMILAST EG,apremilast eg,L04AA32,L04AA32
APREMILAST G.L.,apremilast g.l.,L04AA32,L04AA32
APREMILAST GLENMARK,apremilast glenmark,L04AA32,L04AA32
APREMILAST KRKA,apremilast krka,L04AA32,L04AA32
APREMILAST MACLEODS,apremilast macleods,L04AA32,L04AA32
APREMILAST MEDAC,apremilast medac,L04AA32,L04AA32
APREMILAST MYLAN,apremilast mylan,C09DX04,C09DX04
APREMILAST NOUCOR,apremilast noucor,L04AA32,L04AA32
APREMILAST SANDOZ,apremilast sandoz,L04AA32,L04AA32
APREMILAST SANDOZ GMBH,apremilast sandoz gmbh,L04AA32,L04AA32
APREMILAST TEVA,apremilast teva,L04AA32,L04AA32
APREMILAST ZENTIVA,apremilast zentiva,L04AA32,L04AA32
APREPITANT ACCORD,aprepitant accord,A04AD12,A04AD12
APREPITANT TEVA,aprepitant teva,A04AD12,A04AD12
APRETUDE,apretude,J05AJ04,J05AJ04
APROKAM,aprokam,S01AA27,S01AA27
APROVEL,aprovel,C09CA04,C09CA04
APROXXAMLO,aproxxamlo,C09DB05,C09DB05
APTIVUS,aptivus,J05AE09,J05AE09
AQNEURSA,aqneursa,N07XX,N07XX
