ddinter_id_1,ddinter_id_2,source,severity,description
DDInter1026,DDInter81,DDInter,Moderate,DDInter moderate interaction between Amobarbital and Larotrectinib.
DDInter1026,DDInter810,DDInter,Moderate,DDInter moderate interaction between Gefitinib and Larotrectinib.
DDInter1026,DDInter817,DDInter,Moderate,DDInter moderate interaction between Gilteritinib and Larotrectinib.
DDInter1026,DDInter822,DDInter,Moderate,DDInter moderate interaction between Glasdegib and Larotrectinib.
DDInter1026,DDInter824,DDInter,Moderate,DDInter moderate interaction between Glecaprevir and Larotrectinib.
DDInter1026,DDInter831,DDInter,Moderate,DDInter moderate interaction between Glyburide and Larotrectinib.
DDInter1026,DDInter833,DDInter,Moderate,DDInter moderate interaction between Glycerol phenylbutyrate and Larotrectinib.
DDInter1026,DDInter836,DDInter,Moderate,DDInter moderate interaction between Larotrectinib and Goldenseal.
DDInter1026,DDInter840,DDInter,Moderate,DDInter moderate interaction between Granisetron and Larotrectinib.
DDInter1026,DDInter841,DDInter,Moderate,DDInter moderate interaction between Grazoprevir and Larotrectinib.
DDInter1026,DDInter842,DDInter,Moderate,DDInter moderate interaction between Grepafloxacin and Larotrectinib.
DDInter1026,DDInter843,DDInter,Moderate,DDInter moderate interaction between Griseofulvin and Larotrectinib.
DDInter1026,DDInter847,DDInter,Moderate,DDInter moderate interaction between Guanfacine and Larotrectinib.
DDInter1026,DDInter852,DDInter,Major,DDInter major interaction between Halofantrine and Larotrectinib.
DDInter1026,DDInter853,DDInter,Moderate,DDInter moderate interaction between Haloperidol and Larotrectinib.
DDInter1026,DDInter854,DDInter,Moderate,DDInter moderate interaction between Halothane and Larotrectinib.
DDInter1026,DDInter884,DDInter,Moderate,DDInter moderate interaction between Hydrocodone and Larotrectinib.
DDInter1026,DDInter885,DDInter,Moderate,DDInter moderate interaction between Hydrocortisone and Larotrectinib.
DDInter1026,DDInter893,DDInter,Moderate,DDInter moderate interaction between Hydroxychloroquine and Larotrectinib.
DDInter1026,DDInter899,DDInter,Moderate,DDInter moderate interaction between Ibrutinib and Larotrectinib.
DDInter1026,DDInter9,DDInter,Moderate,DDInter moderate interaction between Acalabrutinib and Larotrectinib.
DDInter1026,DDInter90,DDInter,Major,DDInter major interaction between Amprenavir and Larotrectinib.
DDInter1026,DDInter905,DDInter,Major,DDInter major interaction between Idelalisib and Larotrectinib.
DDInter1026,DDInter907,DDInter,Moderate,DDInter moderate interaction between Iloperidone and Larotrectinib.
DDInter1026,DDInter909,DDInter,Moderate,DDInter moderate interaction between Imatinib and Larotrectinib.
DDInter1026,DDInter912,DDInter,Moderate,DDInter moderate interaction between Imipramine and Larotrectinib.
DDInter1026,DDInter915,DDInter,Minor,DDInter minor interaction between Indacaterol and Larotrectinib.
DDInter1026,DDInter917,DDInter,Major,DDInter major interaction between Indinavir and Larotrectinib.
DDInter1026,DDInter947,DDInter,Moderate,DDInter moderate interaction between Interferon beta-1a and Larotrectinib.
DDInter1026,DDInter948,DDInter,Moderate,DDInter moderate interaction between Interferon beta-1b and Larotrectinib.
DDInter1026,DDInter973,DDInter,Moderate,DDInter moderate interaction between Irinotecan and Larotrectinib.
DDInter1026,DDInter974,DDInter,Moderate,DDInter moderate interaction between Irinotecan (liposomal) and Larotrectinib.
DDInter1026,DDInter980,DDInter,Moderate,DDInter moderate interaction between Isavuconazonium and Larotrectinib.
DDInter1026,DDInter986,DDInter,Moderate,DDInter moderate interaction between Isoniazid and Larotrectinib.
DDInter1026,DDInter993,DDInter,Moderate,DDInter moderate interaction between Isradipine and Larotrectinib.
DDInter1026,DDInter994,DDInter,Moderate,DDInter moderate interaction between Istradefylline and Larotrectinib.
DDInter1026,DDInter995,DDInter,Major,DDInter major interaction between Itraconazole and Larotrectinib.
DDInter1026,DDInter996,DDInter,Moderate,DDInter moderate interaction between Ivabradine and Larotrectinib.
DDInter1026,DDInter997,DDInter,Moderate,DDInter moderate interaction between Ivacaftor and Larotrectinib.
DDInter1026,DDInter998,DDInter,Moderate,DDInter moderate interaction between Ivermectin and Larotrectinib.
DDInter1027,DDInter1035,DDInter,Moderate,DDInter moderate interaction between Lenalidomide and Lasmiditan.
DDInter1027,DDInter1053,DDInter,Moderate,DDInter moderate interaction between Levocetirizine and Lasmiditan.
DDInter1027,DDInter1070,DDInter,Moderate,DDInter moderate interaction between Linagliptin and Lasmiditan.
DDInter1027,DDInter108,DDInter,Moderate,DDInter moderate interaction between Apixaban and Lasmiditan.
DDInter1027,DDInter1088,DDInter,Moderate,DDInter moderate interaction between Loperamide and Lasmiditan.
DDInter1027,DDInter1093,DDInter,Major,DDInter major interaction between Lorcaserin and Lasmiditan.
DDInter1027,DDInter1106,DDInter,Moderate,DDInter moderate interaction between Lasmiditan and Lusutrombopag.
DDInter1027,DDInter111,DDInter,Moderate,DDInter moderate interaction between Apremilast and Lasmiditan.
DDInter1027,DDInter1134,DDInter,Moderate,DDInter moderate interaction between Meclizine and Lasmiditan.
DDInter1027,DDInter1155,DDInter,Moderate,DDInter moderate interaction between Mepyramine and Lasmiditan.
DDInter1027,DDInter1168,DDInter,Moderate,DDInter moderate interaction between Methdilazine and Lasmiditan.
DDInter1027,DDInter1174,DDInter,Moderate,DDInter moderate interaction between Methotrexate and Lasmiditan.
DDInter1027,DDInter1186,DDInter,Major,DDInter major interaction between Methylene blue and Lasmiditan.
DDInter1027,DDInter1197,DDInter,Moderate,DDInter moderate interaction between Metoclopramide and Lasmiditan.
DDInter1027,DDInter122,DDInter,Moderate,DDInter moderate interaction between Artesunate and Lasmiditan.
DDInter1027,DDInter1234,DDInter,Moderate,DDInter moderate interaction between Mitoxantrone and Lasmiditan.
DDInter1027,DDInter1244,DDInter,Moderate,DDInter moderate interaction between Morphine and Lasmiditan.
DDInter1027,DDInter1245,DDInter,Moderate,DDInter moderate interaction between Morphine (liposomal) and Lasmiditan.
DDInter1027,DDInter1253,DDInter,Moderate,DDInter moderate interaction between Nabilone and Lasmiditan.
DDInter1027,DDInter1258,DDInter,Moderate,DDInter moderate interaction between Naldemedine and Lasmiditan.
DDInter1027,DDInter1261,DDInter,Moderate,DDInter moderate interaction between Naloxegol and Lasmiditan.
DDInter1027,DDInter1293,DDInter,Moderate,DDInter moderate interaction between Nilotinib and Lasmiditan.
DDInter1027,DDInter1296,DDInter,Moderate,DDInter moderate interaction between Nintedanib and Lasmiditan.
DDInter1027,DDInter1297,DDInter,Moderate,DDInter moderate interaction between Lasmiditan and Niraparib.
DDInter1027,DDInter1309,DDInter,Moderate,DDInter moderate interaction between Nizatidine and Lasmiditan.
DDInter1027,DDInter1333,DDInter,Moderate,DDInter moderate interaction between Olopatadine (nasal) and Lasmiditan.
DDInter1027,DDInter1342,DDInter,Major,DDInter major interaction between Ondansetron and Lasmiditan.
DDInter1027,DDInter1344,DDInter,Moderate,DDInter moderate interaction between Opium and Lasmiditan.
DDInter1027,DDInter1352,DDInter,Moderate,DDInter moderate interaction between Osimertinib and Lasmiditan.
DDInter1027,DDInter136,DDInter,Moderate,DDInter moderate interaction between Atropine and Lasmiditan.
DDInter1027,DDInter1376,DDInter,Major,DDInter major interaction between Lasmiditan and Ozanimod.
DDInter1027,DDInter1377,DDInter,Moderate,DDInter moderate interaction between Paclitaxel and Lasmiditan.
DDInter1027,DDInter1382,DDInter,Major,DDInter major interaction between Palonosetron and Lasmiditan.
DDInter1027,DDInter1400,DDInter,Moderate,DDInter moderate interaction between Pazopanib and Lasmiditan.
DDInter1027,DDInter1427,DDInter,Moderate,DDInter moderate interaction between Pentoxyverine and Lasmiditan.
DDInter1027,DDInter1441,DDInter,Moderate,DDInter moderate interaction between Phenindamine and Lasmiditan.
DDInter1027,DDInter1462,DDInter,Moderate,DDInter moderate interaction between Physostigmine and Lasmiditan.
DDInter1027,DDInter1463,DDInter,Moderate,DDInter moderate interaction between Physostigmine (ophthalmic) and Lasmiditan.
DDInter1027,DDInter149,DDInter,Moderate,DDInter moderate interaction between Azatadine and Lasmiditan.
DDInter1027,DDInter1526,DDInter,Major,DDInter major interaction between Procarbazine and Lasmiditan.
DDInter1027,DDInter1533,DDInter,Moderate,DDInter moderate interaction between Promethazine and Lasmiditan.
DDInter1027,DDInter154,DDInter,Moderate,DDInter moderate interaction between Azelastine (nasal) and Lasmiditan.
DDInter1027,DDInter1544,DDInter,Moderate,DDInter moderate interaction between Prucalopride and Lasmiditan.
DDInter1027,DDInter1568,DDInter,Moderate,DDInter moderate interaction between Ranitidine and Lasmiditan.
DDInter1027,DDInter1569,DDInter,Moderate,DDInter moderate interaction between Ranitidine (bismuth citrate) and Lasmiditan.
DDInter1027,DDInter1593,DDInter,Moderate,DDInter moderate interaction between Rifaximin and Lasmiditan.
DDInter1027,DDInter1609,DDInter,Moderate,DDInter moderate interaction between Rivaroxaban and Lasmiditan.
DDInter1027,DDInter1616,DDInter,Moderate,DDInter moderate interaction between Romidepsin and Lasmiditan.
DDInter1027,DDInter1622,DDInter,Moderate,DDInter moderate interaction between Rosuvastatin and Lasmiditan.
DDInter1027,DDInter1626,DDInter,Moderate,DDInter moderate interaction between Lasmiditan and Rucaparib.
DDInter1027,DDInter1646,DDInter,Moderate,DDInter moderate interaction between Saxagliptin and Lasmiditan.
DDInter1027,DDInter1647,DDInter,Moderate,DDInter moderate interaction between Scopolamine and Lasmiditan.
DDInter1027,DDInter1656,DDInter,Moderate,DDInter moderate interaction between Selexipag and Lasmiditan.
DDInter1027,DDInter1665,DDInter,Major,DDInter major interaction between Sibutramine and Lasmiditan.
DDInter1027,DDInter1676,DDInter,Major,DDInter major interaction between Lasmiditan and Siponimod.
DDInter1027,DDInter1678,DDInter,Moderate,DDInter moderate interaction between Sirolimus and Lasmiditan.
DDInter1027,DDInter1679,DDInter,Moderate,DDInter moderate interaction between Sitagliptin and Lasmiditan.
DDInter1027,DDInter1725,DDInter,Moderate,DDInter moderate interaction between Sulfasalazine and Lasmiditan.
DDInter1027,DDInter174,DDInter,Moderate,DDInter moderate interaction between Belinostat and Lasmiditan.
DDInter1027,DDInter1770,DDInter,Moderate,DDInter moderate interaction between Terfenadine and Lasmiditan.
DDInter1027,DDInter1771,DDInter,Moderate,DDInter moderate interaction between Teriflunomide and Lasmiditan.
DDInter1027,DDInter1789,DDInter,Moderate,DDInter moderate interaction between Thalidomide and Lasmiditan.
DDInter1027,DDInter1793,DDInter,Moderate,DDInter moderate interaction between Thiethylperazine and Lasmiditan.
DDInter1027,DDInter1802,DDInter,Moderate,DDInter moderate interaction between Ticagrelor and Lasmiditan.
DDInter1027,DDInter1835,DDInter,Moderate,DDInter moderate interaction between Topotecan and Lasmiditan.
DDInter1027,DDInter1842,DDInter,Moderate,DDInter moderate interaction between Trametinib and Lasmiditan.
DDInter1027,DDInter1873,DDInter,Moderate,DDInter moderate interaction between Trimethobenzamide and Lasmiditan.
DDInter1027,DDInter1878,DDInter,Moderate,DDInter moderate interaction between Tripelennamine and Lasmiditan.
DDInter1027,DDInter1879,DDInter,Moderate,DDInter moderate interaction between Triprolidine and Lasmiditan.
DDInter1027,DDInter1925,DDInter,Moderate,DDInter moderate interaction between Vemurafenib and Lasmiditan.
DDInter1027,DDInter1926,DDInter,Moderate,DDInter moderate interaction between Venetoclax and Lasmiditan.
DDInter1027,DDInter1936,DDInter,Moderate,DDInter moderate interaction between Vinblastine and Lasmiditan.
DDInter1027,DDInter1937,DDInter,Moderate,DDInter moderate interaction between Vincristine and Lasmiditan.
DDInter1027,DDInter1938,DDInter,Moderate,DDInter moderate interaction between Vincristine (liposome) and Lasmiditan.
DDInter1027,DDInter1939,DDInter,Moderate,DDInter moderate interaction between Vinorelbine and Lasmiditan.
DDInter1027,DDInter200,DDInter,Moderate,DDInter moderate interaction between Lasmiditan and Betrixaban.
DDInter1027,DDInter224,DDInter,Moderate,DDInter moderate interaction between Bosutinib and Lasmiditan.
DDInter1027,DDInter228,DDInter,Moderate,DDInter moderate interaction between Brentuximab vedotin and Lasmiditan.
DDInter1027,DDInter23,DDInter,Moderate,DDInter moderate interaction between Acrivastine and Lasmiditan.
DDInter1027,DDInter245,DDInter,Moderate,DDInter moderate interaction between Brompheniramine and Lasmiditan.
DDInter1027,DDInter252,DDInter,Moderate,DDInter moderate interaction between Bupropion and Lasmiditan.
DDInter1027,DDInter259,DDInter,Moderate,DDInter moderate interaction between Cabazitaxel and Lasmiditan.
DDInter1027,DDInter297,DDInter,Moderate,DDInter moderate interaction between Carbinoxamine and Lasmiditan.
DDInter1027,DDInter32,DDInter,Moderate,DDInter moderate interaction between Afatinib and Lasmiditan.
DDInter1027,DDInter340,DDInter,Moderate,DDInter moderate interaction between Ceritinib and Lasmiditan.
DDInter1027,DDInter343,DDInter,Moderate,DDInter moderate interaction between Cetirizine and Lasmiditan.
DDInter1027,DDInter354,DDInter,Moderate,DDInter moderate interaction between Chlorcyclizine and Lasmiditan.
DDInter1027,DDInter361,DDInter,Moderate,DDInter moderate interaction between Chlorphenesin and Lasmiditan.
DDInter1027,DDInter362,DDInter,Moderate,DDInter moderate interaction between Chlorpheniramine and Lasmiditan.
DDInter1027,DDInter38,DDInter,Moderate,DDInter moderate interaction between Aldesleukin and Lasmiditan.
DDInter1027,DDInter380,DDInter,Moderate,DDInter moderate interaction between Cimetidine and Lasmiditan.
DDInter1027,DDInter39,DDInter,Moderate,DDInter moderate interaction between Alectinib and Lasmiditan.
DDInter1027,DDInter392,DDInter,Moderate,DDInter moderate interaction between Cladribine and Lasmiditan.
DDInter1027,DDInter395,DDInter,Moderate,DDInter moderate interaction between Clemastine and Lasmiditan.
DDInter1027,DDInter407,DDInter,Moderate,DDInter moderate interaction between Clofedanol and Lasmiditan.
DDInter1027,DDInter425,DDInter,Moderate,DDInter moderate interaction between Cobimetinib and Lasmiditan.
DDInter1027,DDInter429,DDInter,Moderate,DDInter moderate interaction between Codeine and Lasmiditan.
DDInter1027,DDInter45,DDInter,Moderate,DDInter moderate interaction between Alimemazine and Lasmiditan.
DDInter1027,DDInter453,DDInter,Moderate,DDInter moderate interaction between Cyclizine and Lasmiditan.
DDInter1027,DDInter458,DDInter,Moderate,DDInter moderate interaction between Cyclosporine and Lasmiditan.
DDInter1027,DDInter459,DDInter,Moderate,DDInter moderate interaction between Cyproheptadine and Lasmiditan.
DDInter1027,DDInter485,DDInter,Moderate,DDInter moderate interaction between Daunorubicin and Lasmiditan.
DDInter1027,DDInter486,DDInter,Moderate,DDInter moderate interaction between Daunorubicin (liposomal) and Lasmiditan.
DDInter1027,DDInter517,DDInter,Moderate,DDInter moderate interaction between Dexbrompheniramine and Lasmiditan.
