preferred_label,entity_type,source,aliases,AIC,ATC,RXCUI,DDINTER
ACIDO 5-AMINOLEVULINICO CLORIDRATO,DRUG,AIFA anagrafica farmaci,ACIDO 5-AMINOLEVULINICO CLORIDRATO,046649012|046649024|046649036,L01XD04,,
ACIDO ACETILSALICILICO,DRUG,AIFA anagrafica farmaci,ACIDO ACETILSALICILICO,004172021|004558134|004558146|004558159|004558161|004558173|004558185|004558197|004558209|004601011|004601023|004601047|004601050|004601062|004763025|004763037|004763049|004763114|004763126|004763153|004763165|004763330|004763367|004763379|004763393|004763405|004763417|004763544|004763595|004763619|004763621|004763633|020096018|020096020|023075029|023075043|023163076|024840074|024840086|024840098|026721035|026721100|029047014|030175020|033475029|034594010|034594022|034595013|034595025|036637015|038193037|039763014|039763026|039763038|039763040|039763053|039763065|039763077|039763089|039763091|039763103|039763115|039763127|039763139|039763141|041962010|041962022|041962034|041962046|042179010|042180012|042180024|042180036|042180048|042180051|042180063|042180075|042180087|042180099|042180101|042180113|042180125|042180137|042180149|042180152|042180164|042180176|042180188|042180190|042180202|042180214|042180226|042180238|042207011|044095014|044095026|044095038|044095040|044095053|044095065|044095077|044095089|044723017|044822017|044822029|044822031|044822043|044822056|044822068|044822070|044822082|044822094|046590016|046967016|046967028|046967030|046967042|046967055|046967067|046967079|046967081|047065014|047392016|047921022|048023016|048023028|048023030|048150015|048150027|048150039|048226017|048226029|048226031|048277014|048277026|048308011|048308023|048308035|048430019|048430021|048430033|048430045|048430058|048430060|048430072|048430084|048430096|048430108|048521013|048829028|048829081|048829143|048871014|048958019|049418015|049648013|049648025|049648037|049854019|049854021|049854033|050158017|050158029|050158031|050726013|050726025|051152015|051152027|051152039|051152041|051152054|051152066|051152078|051152080|051152092|051152104|051152116|051152128|051152130|051152142|051152155|051152167|051152179|051152181|051152193|051152205|051152217|051723017|051723029|051723031|051723043|051723056|051723068|051723070|051723082|051723094|051724019|051724021|051724033|051724045|051724058|051724060|051724072|052182019|052183011|052221013|052221025|052221037|052221049|052221052|052467014|052467026|052467038|052502010|052503012|052522012|052629019|052629021|052629033,B01AC06|B01AC30|B01AF51|C10BX05|D07XD|D11AF|N02BA01|N02BA51|N02BE51|R01BA52,,
ACIDO ACETILSALICILICO   MYLAN,DRUG,AIFA anagrafica farmaci,ACIDO ACETILSALICILICO   MYLAN,047065014,B01AC06,,
ACIDO ACETILSALICILICO AUROBINDO,DRUG,AIFA anagrafica farmaci,ACIDO ACETILSALICILICO AUROBINDO,048150015|048150027|048150039,B01AC06,,
ACIDO ACETILSALICILICO DOC GENERICI,DRUG,AIFA anagrafica farmaci,ACIDO ACETILSALICILICO DOC GENERICI,042179010,B01AC06,,
ACIDO ACETILSALICILICO E ACIDO ASCORBICO COOP,DRUG,AIFA anagrafica farmaci,ACIDO ACETILSALICILICO E ACIDO ASCORBICO COOP,036637015,N02BA51,,
ACIDO ACETILSALICILICO EG,DRUG,AIFA anagrafica farmaci,ACIDO ACETILSALICILICO EG,042180012|042180024|042180036|042180048|042180051|042180063|042180075|042180087|042180099|042180101|042180113|042180125|042180137|042180149|042180152|042180164|042180176|042180188|042180190|042180202|042180214|042180226|042180238,B01AC06,,
ACIDO ACETILSALICILICO KRKA,DRUG,AIFA anagrafica farmaci,ACIDO ACETILSALICILICO KRKA,044822017|044822029|044822031|044822043|044822056|044822068|044822070|044822082|044822094,B01AC06,,
ACIDO ACETILSALICILICO L.F.M.,DRUG,AIFA anagrafica farmaci,ACIDO ACETILSALICILICO L.F.M.,030175020,N02BA01,,
ACIDO ACETILSALICILICO PANPHARMA,DRUG,AIFA anagrafica farmaci,ACIDO ACETILSALICILICO PANPHARMA,022620165|022620191,N02BA01,,
ACIDO ACETILSALICILICO PENSA,DRUG,AIFA anagrafica farmaci,ACIDO ACETILSALICILICO PENSA,050726013|050726025,B01AC06,,
ACIDO ACETILSALICILICO SANDOZ GMBH,DRUG,AIFA anagrafica farmaci,ACIDO ACETILSALICILICO SANDOZ GMBH,052221013|052221025|052221037|052221049|052221052,B01AC06,,
ACIDO ACETILSALICILICO TECNIGEN,DRUG,AIFA anagrafica farmaci,ACIDO ACETILSALICILICO TECNIGEN,048958019,B01AC06,,
ACIDO ACETILSALICILICO TEVA ITALIA,DRUG,AIFA anagrafica farmaci,ACIDO ACETILSALICILICO TEVA ITALIA,042207011,B01AC06,,
ACIDO ACETILSALICILICO ZENTIVA ITALIA,DRUG,AIFA anagrafica farmaci,ACIDO ACETILSALICILICO ZENTIVA ITALIA,049648013|049648025|049648037,B01AC06,,
ACIDO ACETILSALICILICO/ACIDO ASCORBICO,DRUG,AIFA anagrafica farmaci,ACIDO ACETILSALICILICO/ACIDO ASCORBICO,004763025|004763037|004763049|004763114|004763126|004763153|004763165|004763330|004763367|004763379|004763393|004763405|004763417|004763544|004763595|004763619|004763621|004763633|020096018|020096020|034594010|034594022|034595013|034595025|036637015|038193037|048277014|048277026|048871014|049418015|052182019|052183011,N02BA01|N02BA51,,
ACIDO ACETILSALICILICO/ACIDO LATTICO,DRUG,AIFA anagrafica farmaci,ACIDO ACETILSALICILICO/ACIDO LATTICO,047921022,D11AF,,
ACIDO ACETILSALICILICO/ALCINONIDE,DRUG,AIFA anagrafica farmaci,ACIDO ACETILSALICILICO/ALCINONIDE,023163076,D07XD,,
ACIDO ACETILSALICILICO/CLOPIDOGREL,DRUG,AIFA anagrafica farmaci,ACIDO ACETILSALICILICO/CLOPIDOGREL,039763014|039763026|039763038|039763040|039763053|039763065|039763077|039763089|039763091|039763103|039763115|039763127|039763139|039763141|044723017|046590016|047392016|048430019|048430021|048430033|048430045|048430058|048430060|048430072|048430084|048430096|048521013,B01AC30,,
ACIDO ACETILSALICILICO/CLOPIDOGREL IDROGENO SOLFATO,DRUG,AIFA anagrafica farmaci,ACIDO ACETILSALICILICO/CLOPIDOGREL IDROGENO SOLFATO,052522012,B01AC30,,
ACIDO ACETILSALICILICO/MAGNESIO IDROSSIDO/ALLUMINIO IDROSSIDO,DRUG,AIFA anagrafica farmaci,ACIDO ACETILSALICILICO/MAGNESIO IDROSSIDO/ALLUMINIO IDROSSIDO,023075029|023075043,B01AC06,,
ACIDO ACETILSALICILICO/PARACETAMOLO,DRUG,AIFA anagrafica farmaci,ACIDO ACETILSALICILICO/PARACETAMOLO,029047014,N02BE51,,
ACIDO ACETILSALICILICO/PSEUDOEFEDRINA,DRUG,AIFA anagrafica farmaci,ACIDO ACETILSALICILICO/PSEUDOEFEDRINA,046967016|046967028,R01BA52,,
ACIDO ACETILSALICILICO/PSEUDOEFEDRINA CLORIDRATO,DRUG,AIFA anagrafica farmaci,ACIDO ACETILSALICILICO/PSEUDOEFEDRINA CLORIDRATO,046967030|046967042|046967055|046967067|046967079|046967081,R01BA52,,
ACIDO ACETILSALICILICO/ROSUVASTATINA,DRUG,AIFA anagrafica farmaci,ACIDO ACETILSALICILICO/ROSUVASTATINA,048023016|048023028|048023030|048308011|048308023|048308035,C10BX05,,
ACIDO ACETILSALICILICO/ROSUVASTATINA SALE DI CALCIO,DRUG,AIFA anagrafica farmaci,ACIDO ACETILSALICILICO/ROSUVASTATINA SALE DI CALCIO,048829028|048829081|048829143,C10BX05,,
ACIDO ACETILSALICILICO/SODIO IDROGENO CARBONATO/ACIDO CITRICO ANIDRO,DRUG,AIFA anagrafica farmaci,ACIDO ACETILSALICILICO/SODIO IDROGENO CARBONATO/ACIDO CITRICO ANIDRO,004601011|004601023|004601047|004601050|004601062,N02BA51,,
ACIDO ACETILSALICILICO/TICAGRELOR,DRUG,AIFA anagrafica farmaci,ACIDO ACETILSALICILICO/TICAGRELOR,051723031,B01AC30,,
ACIDO ALENDRONICO,DRUG,AIFA anagrafica farmaci,ACIDO ALENDRONICO,029052065|029052077|029052089|029052091|029053030|029053067|029053079|029053081|029053093|034172015|034172027|034172041|034172054|034172066|034172078|037194166|037194178|037194180|037194192|037194204|037194216|037194228|037515018|037515020|040246011|040246023|040246035|040622019|040622021|040622033|040622045|041256215|041256227|041256239|041256241|041256254|041256266|041256278|041256280|041256292|041256304|041256316|041256328|041256330|041538012|041538024|041538036|041538048|043119015|044405013|044405025|044405037|044405049|044405052|044405064|044405076|044405088|044405090|044405102|044405114|044405126|044405138|044405140|044405153|044405165|047397017|047397029|050702012|051112011|051112023|051112035|052020017|052141013,M05BA04|M05BB03,,
ACIDO ALENDRONICO ALTER,DRUG,AIFA anagrafica farmaci,ACIDO ALENDRONICO ALTER,041538012|041538024|041538036|041538048,M05BA04,,
ACIDO ALENDRONICO AUROBINDO,DRUG,AIFA anagrafica farmaci,ACIDO ALENDRONICO AUROBINDO,041256215|041256227|041256239|041256241|041256254|041256266|041256278|041256280|041256292|041256304|041256316|041256328|041256330,M05BA04,,
ACIDO ALENDRONICO E COLECALCIFEROLO AUROBINDO,DRUG,AIFA anagrafica farmaci,ACIDO ALENDRONICO E COLECALCIFEROLO AUROBINDO,044670014|044670026,M05BB03,,
ACIDO ALENDRONICO FG,DRUG,AIFA anagrafica farmaci,ACIDO ALENDRONICO FG,037515018|037515020,M05BA04,,
ACIDO ALENDRONICO TECNIGEN,DRUG,AIFA anagrafica farmaci,ACIDO ALENDRONICO TECNIGEN,043119015,M05BA04,,
ACIDO ALENDRONICO ZENTIVA,DRUG,AIFA anagrafica farmaci,ACIDO ALENDRONICO ZENTIVA,037514015,M05BA04,,
ACIDO ALENDRONICO/COLECALCIFEROLO,DRUG,AIFA anagrafica farmaci,ACIDO ALENDRONICO/COLECALCIFEROLO,044405013|044405025|044405037|044405049|044405052|044405064|044405076|044405088|044405090|044405102|044405114|044405126|044405138|044405140|044405153|044405165,M05BB03,,
ACIDO ALFA CHETOGLUTARICO,DRUG,AIFA anagrafica farmaci,ACIDO ALFA CHETOGLUTARICO,046170015|046170027|046170039|046170041|046170054|046170066|046170078|046170080|046170092|046170104|046372013|046651016|046842011|046843013|046848014|047098013|047162019|047163011|047165016|047166018,B05XA16|V03AX,,
ACIDO ALFA CHETOGLUTARICO/MANGANUM PHOSPHORICUM/NATRIUM PIRUVICUM/NICOTINAMMIDE ADENINA DINUCLEOTIDE/FUMARICUM ACIDUM/ACIDUM ACONITICUM/ACIDUM CITRICUM/ACIDUM SUCCINICUM/MAGNESIA PHOSPHORICA,DRUG,AIFA anagrafica farmaci,ACIDO ALFA CHETOGLUTARICO/MANGANUM PHOSPHORICUM/NATRIUM PIRUVICUM/NICOTINAMMIDE ADENINA DINUCLEOTIDE/FUMARICUM ACIDUM/ACIDUM ACONITICUM/ACIDUM CITRICUM/ACIDUM SUCCINICUM/MAGNESIA PHOSPHORICA,046372013,V03AX,,
ACIDO ARSENIOSO,DRUG,AIFA anagrafica farmaci,ACIDO ARSENIOSO,035712013|035712025,L01XX27,,
ACIDO ASCORBICO,DRUG,AIFA anagrafica farmaci,ACIDO ASCORBICO,003366111|003366147|003366150|003366162|003366174|003366186|003366198|003366200|004558134|004558146|004558159|004558161|004558173|004558185|004558197|004558209|004763025|004763037|004763049|004763114|004763126|004763153|004763165|004763330|004763367|004763379|004763393|004763405|004763417|004763544|004763595|004763619|004763621|004763633|007112016|008194033|008194045|012377026|012377053|012377089|013092010|013092022|016242048|016242063|016242075|016242087|016242137|016242149|016242152|016242164|016242176|016242188|016242190|016242202|016242214|016242226|016242238|016242240|016242289|016242291|020096018|020096020|021115023|021115035|022632044|022632107|022632119|022632121|022632133|022632145|022632158|022632184|022632196|022632208|022632210|022632222|022657023|025042033|025116029|027984018|028818019|028818021|028818072|028818084|034358010|034358022|034358034|034358046|034358059|034358061|034358073|034358085|034594010|034594022|034595013|034595025|034627012|035110016|035112010|035191016|035191028|035191030|036637015|037113115|037711013|037711025|037711037|037711049|037711052|037711064|037711126|037711138|037711140|037711153|037711165|037711177|037711189|037711191|038193037|045671017|045671029|045671031|045671043|045671056|045671068|045671070|045671082|045671094|045671106|048277014|048277026|048871014|049418015|049484013|050731013|050731025|050731037|052182019|052183011,A06AD65|A11GA01|A11JA|B03AA07|B03AD03|B05XC|N02BA01|N02BA51|N02BE01|N02BE51|R02AA03|R02AA20|R05CA10,,
ACIDO ASCORBICO/CLORFENAMINA MALEATO/PARACETAMOLO,DRUG,AIFA anagrafica farmaci,ACIDO ASCORBICO/CLORFENAMINA MALEATO/PARACETAMOLO,049484013,N02BE51,,
ACIDO ASCORBICO/PARACETAMOLO,DRUG,AIFA anagrafica farmaci,ACIDO ASCORBICO/PARACETAMOLO,028818021|028818072|028818084,N02BE51,,
ACIDO ASCORBICO/PARACETAMOLO/ACIDO ACETILSALICILICO/CAFFEINA,DRUG,AIFA anagrafica farmaci,ACIDO ASCORBICO/PARACETAMOLO/ACIDO ACETILSALICILICO/CAFFEINA,004558161,N02BE51,,
ACIDO ASCORBICO/SODIO ASCORBATO/MACROGOL 3350/POTASSIO CLORURO/SODIO CLORURO/SODIO SOLFATO ANIDRO,DRUG,AIFA anagrafica farmaci,ACIDO ASCORBICO/SODIO ASCORBATO/MACROGOL 3350/POTASSIO CLORURO/SODIO CLORURO/SODIO SOLFATO ANIDRO,037711013|045671017|045671029|045671043|045671056|045671068|045671070|045671082|045671094|045671106,A06AD65,,
ACIDO ASPARTICO,DRUG,AIFA anagrafica farmaci,ACIDO ASPARTICO,052600018|052600020|052600032|052600044,B05BA10,,
ACIDO AZELAICO,DRUG,AIFA anagrafica farmaci,ACIDO AZELAICO,025915012|036818019|036818021|036818033|036818045,D10AX03,,
ACIDO BEMPEDOICO,DRUG,AIFA anagrafica farmaci,ACIDO BEMPEDOICO,048668014|048668026|048668038|048668040|048668053|048668065|048668077|048668089|048668091|048668103|048668115|048721017|048721029|048721031|048721043|048721056|048721068|048721070|048721082|048721094|048721106|048721118|051564019|051658019|051828010|052210010|052477015|052617014|052747019|052828011,C10AX15|C10BA10,,
ACIDO BEMPEDOICO/EZETIMIBE,DRUG,AIFA anagrafica farmaci,ACIDO BEMPEDOICO/EZETIMIBE,048668089,C10BA10,,
ACIDO BENZOICO,DRUG,AIFA anagrafica farmaci,ACIDO BENZOICO,008096024,R05DA20,,
ACIDO BORICO,DRUG,AIFA anagrafica farmaci,ACIDO BORICO,029820014|029820026|029820040|029964018|029964032|029964044|029964057|030358016|030358028|030358030|030358042|030450023|031012014|031012026|031041015|031041027|031041039|031310016|031310028|031361013|031361025,D08AD,,
ACIDO BORICO AFOM,DRUG,AIFA anagrafica farmaci,ACIDO BORICO AFOM,029964018|029964032|029964044|029964057,D08AD,,
ACIDO BORICO ALMUS,DRUG,AIFA anagrafica farmaci,ACIDO BORICO ALMUS,031310016|031310028,D08AD,,
ACIDO BORICO FARVE,DRUG,AIFA anagrafica farmaci,ACIDO BORICO FARVE,031012014|031012026,D08AD,,
ACIDO BORICO MARCO VITI,DRUG,AIFA anagrafica farmaci,ACIDO BORICO MARCO VITI,030358016|030358028|030358030|030358042,D08AD,,
ACIDO BORICO NA,DRUG,AIFA anagrafica farmaci,ACIDO BORICO NA,030450023,D08AD,,
ACIDO BORICO NEW. FA.DEM.,DRUG,AIFA anagrafica farmaci,ACIDO BORICO NEW. FA.DEM.,031041015|031041027|031041039,D08AD,,
ACIDO BORICO SELLA,DRUG,AIFA anagrafica farmaci,ACIDO BORICO SELLA,029820014|029820026|029820040,D08AD,,
ACIDO BORICO ZETA,DRUG,AIFA anagrafica farmaci,ACIDO BORICO ZETA,031361013|031361025,D08AD,,
ACIDO CARGLUMICO,DRUG,AIFA anagrafica farmaci,ACIDO CARGLUMICO,035983016|035983028|035983030|045647017|045647029|045647031|045647043|045647056|045647068,A16AA05,,
ACIDO CARGLUMICO WAYMADE,DRUG,AIFA anagrafica farmaci,ACIDO CARGLUMICO WAYMADE,045647017|045647029|045647031|045647043|045647056|045647068,A16AA05,,
ACIDO CHENODESOSSICOLICO,DRUG,AIFA anagrafica farmaci,ACIDO CHENODESOSSICOLICO,045381011,A05AA01,,
ACIDO CHENODESOSSICOLICO LEADIANT,DRUG,AIFA anagrafica farmaci,ACIDO CHENODESOSSICOLICO LEADIANT,045381011,A05AA01,,
ACIDO CITRICO,DRUG,AIFA anagrafica farmaci,ACIDO CITRICO,015784022|023358068|038254013|038254025|038254037|038254049|038254052|038254064|038254076|038254088|038254090|038254102|038254114|038254126|038254138|038254140|039961014|039961026|039961038,A03FA|A06AB58|A11JB,,
ACIDO CITRICO ANIDRO,DRUG,AIFA anagrafica farmaci,ACIDO CITRICO ANIDRO,004601011|004601023|004601047|004601050|004601062,N02BA51,,
ACIDO CITRICO SOL,DRUG,AIFA anagrafica farmaci,ACIDO CITRICO SOL,047359017,V03AX,,
ACIDO CLAVULANICO,DRUG,AIFA anagrafica farmaci,ACIDO CLAVULANICO,026089019|026089108|026089110|026089122|026089134|026089146|026089211|026089223|026089235|026089247|026089250|026089262|026089274|026089286|026089298|026089300|026089312|026089351|026089363|026089464|026089476|026089488|026089490|026089502|026089514|026138139|026138192|026138204|026138216|026138228|026138230|036707014|036744011|036767010|036767022|036767034|036767046|036767059|036791010|036791022|036801013|036801025|036808018|036808020|036815013|036815025|036816015|036816027|036819011|036819023|036829024|036847010|036847022|036848012|036848024|036896013|036896025|036944015|036944027|036980011|036980023|036980035|036980047|036980050|036980062|036980074|036980086|036980098|036980100|036980112|036980124|036980136|036980148|036980151|036980163|036980175|036980187|036980199|036980201|036980213|036980225|036980237|037165014|037165026|037185016|037185028|037188012|037188024|037217054|037217066|037286010|037286022|037350016|037350028|037526011|037526023|037526035|037526047|037526050|037526062|037526074|037856010|037856022|038291047|038291050|038291062|038291086|038291100|038291124|039545013|039545025|039545037|039545049|039545052|039545064|039545076|039545088|039545090|039545102|039545114|039545126|039545138|039545140|039545153|039545165|039545177|039545189|039545191|039545203|039743012|039743024|039785050|039785062|039785074|039785086|039785098|039785100|040488126|041267030|041267042|041933019|041933021|041933033|041933045|041933058|041933060|041933072|041933084|041933096|041933108|041933110|041933122|042173017|042173029|042173031|042173043|042173056|042173068|042173070|042173082|042173094|042173106|042173118|042173120|042173132|042856043|042856070|042856082|042856094|042856106|042902039|042902041|043207012|043207024|043207036|043207048|043207051|043207063|043207075|043207087|043207099|043207101|043207113|043207125|043207137|043207149|043207152|043207164|043207176|043207188|043207190|043207202|043388014|043388026|043978016|043978028|043978030|043978042|043978055|043978067|043978079|043978081|043978093|043978105|043978117|043978129|043978131|043978143|043978156|043978168|043978170|043978182|043978194|043978206|043981012|043981024|044107011|044107023|044107035|044107047|044107050|044107062|044262018|044262020|044262032|044262044|044262057|044262069|045173010|045173022|045173034|045173046|045173059|045442011|045442023|046285019|046285021|046285033|046355018|046355020|046580015|046908048|046908051|048028017|048028029|048462016|048462028|048462030|048462042|048462055|048462067|050326014|050326026|052594013|052594025|052594037|052594049|052972015,J01CR02,,
ACIDO CLAVULANICO/AMOXICILLINA,DRUG,AIFA anagrafica farmaci,ACIDO CLAVULANICO/AMOXICILLINA,036767010|036767022|036767034|036767046|036767059|039785074|042173068|044262018|044262032|046908048|046908051,J01CR02,,
ACIDO CLODRONICO,DRUG,AIFA anagrafica farmaci,ACIDO CLODRONICO,034292084|034292096|034292108|034292110|034294013|034294025|034294037|034294102|034294114|035109014,M05BA02,,
ACIDO CLODRONICO DOC GENERICI,DRUG,AIFA anagrafica farmaci,ACIDO CLODRONICO DOC GENERICI,044626012|044626024,M05BA02,,
ACIDO CLODRONICO SALE DISODICO TETRAIDRATO,DRUG,AIFA anagrafica farmaci,ACIDO CLODRONICO SALE DISODICO TETRAIDRATO,044626012|044626024|044629018|044629020|045917010|045917022|045917034,M05BA02,,
ACIDO CLODRONICO SALE DISODICO TETRAIDRATO/LIDOCAINA CLORIDRATO,DRUG,AIFA anagrafica farmaci,ACIDO CLODRONICO SALE DISODICO TETRAIDRATO/LIDOCAINA CLORIDRATO,044626012|045917010|045917022|045917034,M05BA02,,
ACIDO COLICO,DRUG,AIFA anagrafica farmaci,ACIDO COLICO,043028012|043028024|043028036|043028048|043028051|043028063,A05AA03,,
ACIDO CROMOGLICICO SALE DISODICO,DRUG,AIFA anagrafica farmaci,ACIDO CROMOGLICICO SALE DISODICO,024861015|024861066|024861078|034927018,A07EB01|S01GX01,,
ACIDO DIMERCAPTOSUCCINICO (DMSA),DRUG,AIFA anagrafica farmaci,ACIDO DIMERCAPTOSUCCINICO (DMSA),039138019,V09CA02,,
ACIDO DL MALICO SOL,DRUG,AIFA anagrafica farmaci,ACIDO DL MALICO SOL,047319013,V03AX,,
ACIDO DOCOSAESANOICO,DRUG,AIFA anagrafica farmaci,ACIDO DOCOSAESANOICO,034307013|034307025,B05BA02,,
ACIDO EDETICO SALE DI CALCIO BISODICO,DRUG,AIFA anagrafica farmaci,ACIDO EDETICO SALE DI CALCIO BISODICO,030657011|030787016,V03AB03,,
ACIDO EDETICO SALE DISODICO,DRUG,AIFA anagrafica farmaci,ACIDO EDETICO SALE DISODICO,029718018|029718020,V03AB03,,
ACIDO EICOSAPENTAENOICO,DRUG,AIFA anagrafica farmaci,ACIDO EICOSAPENTAENOICO,034307013|034307025,B05BA02,,
ACIDO EICOSAPENTAENOICO/ACIDO DOCOSAESANOICO/GLICEROLO/DL-ALFA-TOCOFEROLO,DRUG,AIFA anagrafica farmaci,ACIDO EICOSAPENTAENOICO/ACIDO DOCOSAESANOICO/GLICEROLO/DL-ALFA-TOCOFEROLO,034307013|034307025,B05BA02,,
ACIDO ETACRINICO,DRUG,AIFA anagrafica farmaci,ACIDO ETACRINICO,021033016,C03CC01,,
